"gene","pvalue","q_fdr","p_bonf"
"WBGene00000776",7.9e-10,8.93052144659378e-09,2.123678e-05
"WBGene00000591",7.97e-10,9.00586548970156e-09,2.1424954e-05
"WBGene00007185",8.03e-10,9.0698512605042e-09,2.1586246e-05
"WBGene00015058",8.1e-10,9.14507349853003e-09,2.177442e-05
"WBGene00010225",8.16e-10,9.20894710327456e-09,2.1935712e-05
"WBGene00009683",8.2e-10,9.25020562316408e-09,2.204324e-05
"WBGene00017553",8.22e-10,9.26887751677852e-09,2.2097004e-05
"WBGene00019858",8.25e-10,9.29880503144654e-09,2.217765e-05
"WBGene00010345",8.38e-10,9.44137300922045e-09,2.2527116e-05
"WBGene00044684",8.59e-10,9.67391621281944e-09,2.3091638e-05
"WBGene00010993",8.81e-10,9.91752177554439e-09,2.3683042e-05
"WBGene00013318",9.01e-10,1.01384185851821e-08,2.4220682e-05
"WBGene00017114",9.14e-10,1.02803966527197e-08,2.4570148e-05
"WBGene00004735",9.38e-10,1.05459289000418e-08,2.5215316e-05
"WBGene00020397",9.45e-10,1.06201881270903e-08,2.540349e-05
"WBGene00000738",9.62e-10,1.08067212703719e-08,2.5860484e-05
"WBGene00235165",9.67e-10,1.08583517126149e-08,2.5994894e-05
"WBGene00019111",9.93e-10,1.11456475991649e-08,2.6693826e-05
"WBGene00021603",9.95e-10,1.11634348914858e-08,2.674759e-05
"WBGene00008779",1.05e-09,1.1765777407253e-08,2.82261e-05
"WBGene00019184",1.05e-09,1.1765777407253e-08,2.82261e-05
"WBGene00022781",1.05e-09,1.1765777407253e-08,2.82261e-05
"WBGene00000497",1.06e-09,1.18679383590171e-08,2.849492e-05
"WBGene00012912",1.06e-09,1.18679383590171e-08,2.849492e-05
"WBGene00000611",1.07e-09,1.19699292550978e-08,2.876374e-05
"WBGene00010246",1.07e-09,1.19699292550978e-08,2.876374e-05
"WBGene00015994",1.09e-09,1.2183525987526e-08,2.930138e-05
"WBGene00016921",1.09e-09,1.2183525987526e-08,2.930138e-05
"WBGene00013138",1.13e-09,1.26253782211139e-08,3.037666e-05
"WBGene00010760",1.16e-09,1.29551807228916e-08,3.118312e-05
"WBGene00010114",1.2e-09,1.33963455149502e-08,3.22584e-05
"WBGene00003465",1.21e-09,1.35023744292237e-08,3.252722e-05
"WBGene00021704",1.24e-09,1.38314024896266e-08,3.333368e-05
"WBGene00007685",1.33e-09,1.48291414350892e-08,3.575306e-05
"WBGene00009664",1.34e-09,1.4928255283879e-08,3.602188e-05
"WBGene00019678",1.34e-09,1.4928255283879e-08,3.602188e-05
"WBGene00015823",1.36e-09,1.51447887323944e-08,3.655952e-05
"WBGene00013559",1.39e-09,1.54724554865424e-08,3.736598e-05
"WBGene00019530",1.4e-09,1.55773178807947e-08,3.76348e-05
"WBGene00002067",1.41e-09,1.56756079404467e-08,3.790362e-05
"WBGene00077569",1.41e-09,1.56756079404467e-08,3.790362e-05
"WBGene00303081",1.45e-09,1.61136420008268e-08,3.89789e-05
"WBGene00004104",1.46e-09,1.62180661157025e-08,3.924772e-05
"WBGene00006911",1.47e-09,1.63224039653036e-08,3.951654e-05
"WBGene00016675",1.48e-09,1.64266556564822e-08,3.978536e-05
"WBGene00009193",1.5e-09,1.66417664052827e-08,4.0323e-05
"WBGene00304992",1.54e-09,1.7078498349835e-08,4.139828e-05
"WBGene00020116",1.59e-09,1.76257237113402e-08,4.274238e-05
"WBGene00019015",1.64e-09,1.81724979389942e-08,4.408648e-05
"WBGene00002054",1.65e-09,1.82757725587145e-08,4.43553e-05
"WBGene00016258",1.66e-09,1.83789621087315e-08,4.462412e-05
"WBGene00015572",1.68e-09,1.85927377521614e-08,4.516176e-05
"WBGene00000023",1.69e-09,1.86880213903743e-08,4.543058e-05
"WBGene00044206",1.69e-09,1.86880213903743e-08,4.543058e-05
"WBGene00017922",1.75e-09,1.93435444078947e-08,4.70435e-05
"WBGene00000067",1.78e-09,1.96589811010682e-08,4.784996e-05
"WBGene00000225",1.78e-09,1.96589811010682e-08,4.784996e-05
"WBGene00007330",1.79e-09,1.97613059548255e-08,4.811878e-05
"WBGene00001251",1.83e-09,2.01863192449733e-08,4.919406e-05
"WBGene00011954",1.83e-09,2.01863192449733e-08,4.919406e-05
"WBGene00003075",1.87e-09,2.06190894175554e-08,5.026934e-05
"WBGene00011979",1.88e-09,2.07123606557377e-08,5.053816e-05
"WBGene00021786",1.88e-09,2.07123606557377e-08,5.053816e-05
"WBGene00018580",1.9e-09,2.09241294551413e-08,5.10758e-05
"WBGene00018353",1.92e-09,2.11357248157248e-08,5.161344e-05
"WBGene00000626",1.93e-09,2.12371101105199e-08,5.188226e-05
"WBGene00008260",1.97e-09,2.1668387888707e-08,5.295754e-05
"WBGene00012115",1.98e-09,2.1769472392638e-08,5.322636e-05
"WBGene00008277",2e-09,2.1971393543114e-08,5.3764e-05
"WBGene00008652",2e-09,2.1971393543114e-08,5.3764e-05
"WBGene00013926",2.01e-09,2.20722303921569e-08,5.403282e-05
"WBGene00019061",2.04e-09,2.23925193956717e-08,5.483928e-05
"WBGene00000747",2.11e-09,2.31514367346939e-08,5.672102e-05
"WBGene00016997",2.14e-09,2.34710240718074e-08,5.752748e-05
"WBGene00021529",2.18e-09,2.38999836867863e-08,5.860276e-05
"WBGene00004221",2.21e-09,2.42190052996331e-08,5.940922e-05
"WBGene00013085",2.26e-09,2.47568541157294e-08,6.075332e-05
"WBGene00016962",2.29e-09,2.5075266802444e-08,6.155978e-05
"WBGene00219436",2.31e-09,2.52839657980456e-08,6.209742e-05
"WBGene00012777",2.35e-09,2.57113146113146e-08,6.31727e-05
"WBGene00007736",2.42e-09,2.6466411716843e-08,6.505444e-05
"WBGene00007430",2.44e-09,2.66742903619357e-08,6.559208e-05
"WBGene00010011",2.46e-09,2.6882e-08,6.612972e-05
"WBGene00001569",2.59e-09,2.8291093051605e-08,6.962438e-05
"WBGene00008529",2.69e-09,2.93714784727864e-08,7.231258e-05
"WBGene00015246",2.71e-09,2.95778400324807e-08,7.285022e-05
"WBGene00004017",2.78e-09,3.03295292207792e-08,7.473196e-05
"WBGene00012173",2.91e-09,3.17349371196755e-08,7.822662e-05
"WBGene00009492",3.24e-09,3.53194160583942e-08,8.709768e-05
"WBGene00001879",3.34e-09,3.63947628698824e-08,8.978588e-05
"WBGene00009904",3.35e-09,3.64889384116694e-08,9.00547e-05
"WBGene00022282",3.4e-09,3.70185500202511e-08,9.13988e-05
"WBGene00008743",3.44e-09,3.74388987854251e-08,9.247408e-05
"WBGene00010008",3.45e-09,3.75325374342371e-08,9.27429e-05
"WBGene00004321",3.46e-09,3.76261003236246e-08,9.301172e-05
"WBGene00019273",3.49e-09,3.79369915082895e-08,9.381818e-05
"WBGene00007700",3.61e-09,3.92255537590946e-08,9.704402e-05
"WBGene00018563",3.67e-09,3.98613898989899e-08,9.865694e-05
"WBGene00021952",3.71e-09,4.02795718901454e-08,9.973222e-05
"WBGene00013429",3.78e-09,4.10229955591441e-08,0.00010161396
"WBGene00001858",3.85e-09,4.17658192090395e-08,0.0001034957
"WBGene00022634",3.87e-09,4.19658491327148e-08,0.00010403334
"WBGene00009528",3.9e-09,4.22741129032258e-08,0.0001048398
"WBGene00009500",3.92e-09,4.24737767029424e-08,0.00010537744
"WBGene00013879",3.96e-09,4.28898952457695e-08,0.00010645272
"WBGene00006583",3.98e-09,4.30891502215062e-08,0.00010699036
"WBGene00001772",4.05e-09,4.3829347826087e-08,0.0001088721
"WBGene00000216",4.1e-09,4.43525955734406e-08,0.0001102162
"WBGene00007325",4.37e-09,4.72543604183427e-08,0.00011747434
"WBGene00009459",4.42e-09,4.77566077170418e-08,0.00011881844
"WBGene00014129",4.42e-09,4.77566077170418e-08,0.00011881844
"WBGene00016653",4.53e-09,4.89254560064283e-08,0.00012177546
"WBGene00015103",4.54e-09,4.90137670682731e-08,0.00012204428
"WBGene00006917",4.57e-09,4.93178402248093e-08,0.00012285074
"WBGene00011378",4.59e-09,4.95137961476726e-08,0.00012338838
"WBGene00011478",4.6e-09,4.95818765036087e-08,0.0001236572
"WBGene00018158",4.6e-09,4.95818765036087e-08,0.0001236572
"WBGene00009824",4.73e-09,5.09422516025641e-08,0.00012715186
"WBGene00013524",4.73e-09,5.09422516025641e-08,0.00012715186
"WBGene00000544",4.8e-09,5.16754505406488e-08,0.0001290336
"WBGene00002827",5e-09,5.38070456365092e-08,0.00013441
"WBGene00009149",5.13e-09,5.518393757503e-08,0.00013790466
"WBGene00000397",5.16e-09,5.5484448e-08,0.00013871112
"WBGene00219265",5.2e-09,5.58922031187525e-08,0.0001397864
"WBGene00014157",5.3e-09,5.69442845723421e-08,0.0001424746
"WBGene00007385",5.32e-09,5.71363324011187e-08,0.00014301224
"WBGene00017672",5.6e-09,6.01194888178914e-08,0.0001505392
"WBGene00004908",5.64e-09,6.05247425149701e-08,0.00015161448
"WBGene00009643",5.67e-09,6.08224022346369e-08,0.00015242094
"WBGene00014185",5.87e-09,6.29426964499402e-08,0.00015779734
"WBGene00009888",5.9e-09,6.32139497807892e-08,0.0001586038
"WBGene00019268",5.9e-09,6.32139497807892e-08,0.0001586038
"WBGene00010702",5.99e-09,6.41526613545817e-08,0.00016102318
"WBGene00013303",6.13e-09,6.56259099960175e-08,0.00016478666
"WBGene00018965",6.33e-09,6.7740071656051e-08,0.00017016306
"WBGene00003162",6.37e-09,6.81410027855153e-08,0.00017123834
"WBGene00016264",6.4e-09,6.84346857597454e-08,0.0001720448
"WBGene00010296",6.5e-09,6.94763419483101e-08,0.000174733
"WBGene00016607",6.69e-09,7.14787678855326e-08,0.00017984058
"WBGene00012433",6.81e-09,7.27319904648391e-08,0.00018306642
"WBGene00011393",6.85e-09,7.31301429706116e-08,0.0001841417
"WBGene00020576",7.01e-09,7.48085827709409e-08,0.00018844282
"WBGene00007867",7.12e-09,7.59523174603175e-08,0.00019139984
"WBGene00010714",7.28e-09,7.76283062276874e-08,0.00019570096
"WBGene00003553",7.43e-09,7.91963758921491e-08,0.00019973326
"WBGene00019154",7.44e-09,7.92715338882283e-08,0.00020000208
"WBGene00002026",7.49e-09,7.97410613861386e-08,0.00020134618
"WBGene00003089",7.49e-09,7.97410613861386e-08,0.00020134618
"WBGene00012980",7.58e-09,8.06672842438638e-08,0.00020376556
"WBGene00015422",7.68e-09,8.1699153146023e-08,0.00020645376
"WBGene00021368",7.78e-09,8.27302056962025e-08,0.00020914196
"WBGene00003533",7.85e-09,8.34415579280348e-08,0.0002110237
"WBGene00021646",8.04e-09,8.54273833992095e-08,0.00021613128
"WBGene00018227",8.06e-09,8.56060529435006e-08,0.00021666892
"WBGene00016018",8.18e-09,8.68462717219589e-08,0.00021989476
"WBGene00044683",8.29e-09,8.79793841294907e-08,0.00022285178
"WBGene00017175",8.51e-09,9.02785398579321e-08,0.00022876582
"WBGene00044634",8.67e-09,9.19396213017751e-08,0.00023306694
"WBGene00010563",8.77e-09,9.29633832807571e-08,0.00023575514
"WBGene00020218",8.81e-09,9.33505794245172e-08,0.00023683042
"WBGene00011128",8.89e-09,9.41611426319937e-08,0.00023898098
"WBGene00023424",8.9e-09,9.42299330445057e-08,0.0002392498
"WBGene00010836",9.03e-09,9.55686850393701e-08,0.00024274446
"WBGene00002130",9.08e-09,9.60600393545848e-08,0.00024408856
"WBGene00018926",9.22e-09,9.7502769472856e-08,0.00024785204
"WBGene00011831",9.67e-09,1.02221368462446e-07,0.00025994894
"WBGene00012143",9.83e-09,1.03871878930818e-07,0.00026425006
"WBGene00022888",9.86e-09,1.04147944990177e-07,0.00026505652
"WBGene00019906",9.91e-09,1.04634964650432e-07,0.00026640062
"WBGene00020022",9.95e-09,1.05016058107578e-07,0.0002674759
"WBGene00008125",9.98e-09,1.05291350078493e-07,0.00026828236
"WBGene00305049",1e-08,1.05460965084347e-07,0.00026882
"WBGene00003468",1.01e-08,1.06432065856527e-07,0.0002715082
"WBGene00009324",1.01e-08,1.06432065856527e-07,0.0002715082
"WBGene00017398",1.03e-08,1.0849710031348e-07,0.0002768846
"WBGene00011015",1.04e-08,1.09507559733647e-07,0.0002795728
"WBGene00011133",1.05e-08,1.10517227877839e-07,0.000282261
"WBGene00006937",1.06e-08,1.11526105675147e-07,0.0002849492
"WBGene00007331",1.09e-08,1.14637636932707e-07,0.0002930138
"WBGene00007771",1.11e-08,1.16649804534793e-07,0.0002983902
"WBGene00007807",1.11e-08,1.16649804534793e-07,0.0002983902
"WBGene00008032",1.15e-08,1.20758984375e-07,0.000309143
"WBGene00009835",1.15e-08,1.20758984375e-07,0.000309143
"WBGene00008235",1.16e-08,1.21761499414291e-07,0.0003118312
"WBGene00013499",1.18e-08,1.23812490241998e-07,0.0003172076
"WBGene00004222",1.19e-08,1.2481303160359e-07,0.0003198958
"WBGene00013458",1.22e-08,1.27909672386895e-07,0.0003279604
"WBGene00022002",1.24e-08,1.29955867446394e-07,0.0003333368
"WBGene00010357",1.25e-08,1.30952844894778e-07,0.000336025
"WBGene00019084",1.26e-08,1.31949045578496e-07,0.0003387132
"WBGene00015439",1.29e-08,1.3503808411215e-07,0.0003467778
"WBGene00010366",1.3e-08,1.36031919034644e-07,0.000349466
"WBGene00006351",1.33e-08,1.39116964980545e-07,0.0003575306
"WBGene00008359",1.35e-08,1.41154025670945e-07,0.000362907
"WBGene00012104",1.36e-08,1.4214432348367e-07,0.0003655952
"WBGene00015802",1.38e-08,1.44178624174116e-07,0.0003709716
"WBGene00010510",1.4e-08,1.46211344211344e-07,0.000376348
"WBGene00012627",1.42e-08,1.48184937888199e-07,0.0003817244
"WBGene00050915",1.42e-08,1.48184937888199e-07,0.0003817244
"WBGene00007986",1.47e-08,1.53283708301009e-07,0.0003951654
"WBGene00015434",1.47e-08,1.53283708301009e-07,0.0003951654
"WBGene00021928",1.48e-08,1.54266614967041e-07,0.0003978536
"WBGene00001243",1.54e-08,1.60458449612403e-07,0.0004139828
"WBGene00016152",1.56e-08,1.624793490895e-07,0.0004193592
"WBGene00015941",1.59e-08,1.65539814097599e-07,0.0004274238
"WBGene00014154",1.61e-08,1.67557181571816e-07,0.0004328002
"WBGene00017059",1.65e-08,1.71653637770898e-07,0.000443553
"WBGene00008477",1.66e-08,1.72560402165507e-07,0.0004462412
"WBGene00015047",1.66e-08,1.72560402165507e-07,0.0004462412
"WBGene00019165",1.71e-08,1.77620633693972e-07,0.0004596822
"WBGene00019810",1.71e-08,1.77620633693972e-07,0.0004596822
"WBGene00013053",1.73e-08,1.79559305019305e-07,0.0004650586
"WBGene00045484",1.73e-08,1.79559305019305e-07,0.0004650586
"WBGene00017325",1.74e-08,1.8045787037037e-07,0.0004677468
"WBGene00017647",1.74e-08,1.8045787037037e-07,0.0004677468
"WBGene00013657",1.77e-08,1.834984188199e-07,0.0004758114
"WBGene00001137",1.78e-08,1.8446399383192e-07,0.0004784996
"WBGene00010897",1.81e-08,1.87500655105973e-07,0.0004865642
"WBGene00003185",1.84e-08,1.90534976887519e-07,0.0004946288
"WBGene00010874",1.85e-08,1.91496726992684e-07,0.000497317
"WBGene00008036",1.87e-08,1.93492455735181e-07,0.0005026934
"WBGene00007335",1.93e-08,1.99623932281647e-07,0.0005188226
"WBGene00001854",1.95e-08,2.01615e-07,0.000524199
"WBGene00015696",1.96e-08,2.02571011149558e-07,0.0005268872
"WBGene00015218",1.97e-08,2.03526287471176e-07,0.0005295754
"WBGene00019839",2.02e-08,2.08611755666539e-07,0.0005430164
"WBGene00044447",2.06e-08,2.12660983102919e-07,0.0005537692
"WBGene00016410",2.1e-08,2.16623944742901e-07,0.000564522
"WBGene00077521",2.1e-08,2.16623944742901e-07,0.000564522
"WBGene00009471",2.12e-08,2.18603145377829e-07,0.0005698984
"WBGene00005012",2.19e-08,2.25734585889571e-07,0.0005887158
"WBGene00011619",2.2e-08,2.26678420850901e-07,0.000591404
"WBGene00012439",2.25e-08,2.31741379310345e-07,0.000604845
"WBGene00016612",2.29e-08,2.35770892378399e-07,0.0006155978
"WBGene00004960",2.31e-08,2.37738973966309e-07,0.0006209742
"WBGene00011307",2.38e-08,2.44849445082281e-07,0.0006397916
"WBGene00022228",2.43e-08,2.49897704667177e-07,0.0006532326
"WBGene00008655",2.44e-08,2.50830133843212e-07,0.0006559208
"WBGene00009412",2.45e-08,2.51761850152905e-07,0.000658609
"WBGene00002083",2.46e-08,2.5269285441345e-07,0.0006612972
"WBGene00020289",2.52e-08,2.58757219251337e-07,0.0006774264
"WBGene00001908",2.54e-08,2.60711263841161e-07,0.0006828028
"WBGene00006433",2.55e-08,2.61537962609691e-07,0.000685491
"WBGene00022108",2.55e-08,2.61537962609691e-07,0.000685491
"WBGene00007071",2.64e-08,2.70665446224256e-07,0.0007096848
"WBGene00000402",2.68e-08,2.74661685093404e-07,0.0007204376
"WBGene00010896",2.71e-08,2.77524647619048e-07,0.0007285022
"WBGene00219912",2.71e-08,2.77524647619048e-07,0.0007285022
"WBGene00012094",2.72e-08,2.78442650418888e-07,0.0007311904
"WBGene00017506",2.78e-08,2.84368188736682e-07,0.0007473196
"WBGene00018575",2.78e-08,2.84368188736682e-07,0.0007473196
"WBGene00010763",2.81e-08,2.87218326996198e-07,0.0007553842
"WBGene00235280",2.81e-08,2.87218326996198e-07,0.0007553842
"WBGene00016980",2.84e-08,2.9017438236412e-07,0.0007634488
"WBGene00006650",2.85e-08,2.91085486322188e-07,0.000766137
"WBGene00009079",2.88e-08,2.9403782757311e-07,0.0007742016
"WBGene00000082",2.92e-08,2.97895407969639e-07,0.0007849544
"WBGene00013074",2.92e-08,2.97895407969639e-07,0.0007849544
"WBGene00016010",2.94e-08,2.99822003034901e-07,0.0007903308
"WBGene00020003",2.96e-08,3.0174713689799e-07,0.0007957072
"WBGene00000220",3.04e-08,3.09784988627748e-07,0.0008172128
"WBGene00000650",3.08e-08,3.13623333333333e-07,0.0008279656
"WBGene00009684",3.08e-08,3.13623333333333e-07,0.0008279656
"WBGene00009830",3.13e-08,3.18473353520061e-07,0.0008414066
"WBGene00021095",3.13e-08,3.18473353520061e-07,0.0008414066
"WBGene00000708",3.15e-08,3.2038706015891e-07,0.000846783
"WBGene00010086",3.17e-08,3.22299319213313e-07,0.0008521594
"WBGene00010692",3.22e-08,3.27259130434783e-07,0.0008656004
"WBGene00045104",3.25e-08,3.30183295540438e-07,0.000873665
"WBGene00017163",3.33e-08,3.38183075179448e-07,0.0008951706
"WBGene00006044",3.37e-08,3.42116087613293e-07,0.0009059234
"WBGene00044279",3.42e-08,3.47060928652322e-07,0.0009193644
"WBGene00009383",3.44e-08,3.4895879245283e-07,0.0009247408
"WBGene00003704",3.52e-08,3.56939419087137e-07,0.0009462464
"WBGene00013058",3.66e-08,3.7099592760181e-07,0.0009838812
"WBGene00003466",3.7e-08,3.74909159442141e-07,0.000994634
"WBGene00044449",3.71e-08,3.75780783722683e-07,0.0009973222
"WBGene00007613",3.78e-08,3.82726779661017e-07,0.0010161396
"WBGene00011235",3.81e-08,3.85619051204819e-07,0.0010242042
"WBGene00018121",3.94e-08,3.98626571321039e-07,0.0010591508
"WBGene00010136",3.99e-08,4.03533408577878e-07,0.0010725918
"WBGene00001924",4.05e-08,4.0944753666792e-07,0.001088721
"WBGene00007305",4.15e-08,4.1939962406015e-07,0.001115603
"WBGene00021620",4.16e-08,4.20252236001503e-07,0.0011182912
"WBGene00009237",4.17e-08,4.21104207362885e-07,0.0011209794
"WBGene00000112",4.21e-08,4.24824399399399e-07,0.0011317322
"WBGene00194713",4.21e-08,4.24824399399399e-07,0.0011317322
"WBGene00012249",4.25e-08,4.28699812382739e-07,0.001142485
"WBGene00021650",4.26e-08,4.29547336834209e-07,0.0011451732
"WBGene00016946",4.28e-08,4.31402174728159e-07,0.0011505496
"WBGene00015059",4.52e-08,4.55422188905547e-07,0.0012150664
"WBGene00015781",4.53e-08,4.56258748594979e-07,0.0012177546
"WBGene00009069",4.54e-08,4.5709468164794e-07,0.0012204428
"WBGene00008312",4.55e-08,4.57929988768252e-07,0.001223131
"WBGene00012761",4.56e-08,4.58764670658683e-07,0.0012258192
"WBGene00008559",4.57e-08,4.5959872802095e-07,0.0012285074
"WBGene00009680",4.7e-08,4.7249588631264e-07,0.001263454
"WBGene00015806",4.8e-08,4.82368598130841e-07,0.001290336
"WBGene00043534",4.83e-08,4.8520201793722e-07,0.0012984006
"WBGene00001479",4.95e-08,4.97070974971984e-07,0.001330659
"WBGene00020391",4.96e-08,4.97889171023152e-07,0.0013333472
"WBGene00019434",4.99e-08,5.00713624486749e-07,0.0013414118
"WBGene00000240",5.04e-08,5.05542089552239e-07,0.0013548528
"WBGene00018027",5.13e-08,5.14377694889966e-07,0.0013790466
"WBGene00000668",5.25e-08,5.26213646532439e-07,0.001411305
"WBGene00001902",5.27e-08,5.28021393961983e-07,0.0014166814
"WBGene00001620",5.37e-08,5.37840312965723e-07,0.0014435634
"WBGene00008978",5.45e-08,5.45649534450652e-07,0.001465069
"WBGene00020579",5.51e-08,5.51451303052867e-07,0.0014811982
"WBGene00021835",5.55e-08,5.55247860066989e-07,0.001491951
"WBGene00007081",5.58e-08,5.58041517857143e-07,0.0015000156
"WBGene00001423",5.64e-08,5.63832205280774e-07,0.0015161448
"WBGene00001148",5.76e-08,5.75614572490706e-07,0.0015484032
"WBGene00019920",5.77e-08,5.76399628390933e-07,0.0015510914
"WBGene00004150",5.89e-08,5.87950167099889e-07,0.0015833498
"WBGene00016843",5.89e-08,5.87950167099889e-07,0.0015833498
"WBGene00010980",5.91e-08,5.89727616926503e-07,0.0015887262
"WBGene00018203",6.05e-08,6.03473469387755e-07,0.001626361
"WBGene00020177",6.07e-08,6.0524384272997e-07,0.0016317374
"WBGene00001164",6.13e-08,6.1099985168706e-07,0.0016478666
"WBGene00045062",6.15e-08,6.12766123054114e-07,0.001653243
"WBGene00021967",6.19e-08,6.16523082623194e-07,0.0016639958
"WBGene00015165",6.23e-08,6.20277259259259e-07,0.0016747486
"WBGene00019510",6.27e-08,6.24028656053314e-07,0.0016855014
"WBGene00008512",6.28e-08,6.247925980755e-07,0.0016881896
"WBGene00019487",6.36e-08,6.32517647058824e-07,0.0017096952
"WBGene00000022",6.41e-08,6.37018927911275e-07,0.0017231362
"WBGene00009962",6.41e-08,6.37018927911275e-07,0.0017231362
"WBGene00012529",6.43e-08,6.38770362158167e-07,0.0017285126
"WBGene00020281",6.47e-08,6.42506612486147e-07,0.0017392654
"WBGene00004217",6.48e-08,6.43262038404727e-07,0.0017419536
"WBGene00000003",6.59e-08,6.53940125507567e-07,0.0017715238
"WBGene00017587",6.61e-08,6.55682730627306e-07,0.0017769002
"WBGene00020710",6.72e-08,6.66348358539284e-07,0.0018064704
"WBGene00020072",6.75e-08,6.69076327433628e-07,0.001814535
"WBGene00009161",6.84e-08,6.77747438260229e-07,0.0018387288
"WBGene00077693",6.86e-08,6.79478703021371e-07,0.0018441052
"WBGene00007633",6.88e-08,6.81208692449355e-07,0.0018494816
"WBGene00011617",6.91e-08,6.8342391464312e-07,0.0018575462
"WBGene00012032",6.91e-08,6.8342391464312e-07,0.0018575462
"WBGene00019640",6.91e-08,6.8342391464312e-07,0.0018575462
"WBGene00012728",7.05e-08,6.9701397572637e-07,0.001895181
"WBGene00020070",7.24e-08,7.15535588235294e-07,0.0019462568
"WBGene00012007",7.32e-08,7.2317618522602e-07,0.0019677624
"WBGene00011418",7.35e-08,7.25873254959589e-07,0.001975827
"WBGene00007977",7.6e-08,7.50287183253764e-07,0.002043032
"WBGene00007383",7.66e-08,7.55932892804699e-07,0.0020591612
"WBGene00007820",7.67e-08,7.56641981651376e-07,0.0020618494
"WBGene00018125",7.78e-08,7.67211885546588e-07,0.0020914196
"WBGene00013025",7.82e-08,7.7087363403007e-07,0.0021021724
"WBGene00011398",8.07e-08,7.95226319648094e-07,0.0021693774
"WBGene00018350",8.28e-08,8.15620960058629e-07,0.0022258296
"WBGene00017305",8.35e-08,8.22215018315018e-07,0.002244647
"WBGene00045242",8.4e-08,8.26835591358477e-07,0.002258088
"WBGene00022707",8.46e-08,8.32436749633968e-07,0.0022742172
"WBGene00008865",8.54e-08,8.40001024515185e-07,0.0022957228
"WBGene00018532",8.57e-08,8.42643525969276e-07,0.0023037874
"WBGene00009082",8.62e-08,8.47249872029251e-07,0.0023172284
"WBGene00008230",8.7e-08,8.54800438596491e-07,0.002338734
"WBGene00003566",8.71e-08,8.55470295944465e-07,0.0023414222
"WBGene00008029",8.8e-08,8.63678714859438e-07,0.002365616
"WBGene00013917",8.8e-08,8.63678714859438e-07,0.002365616
"WBGene00008505",8.88e-08,8.70894418095586e-07,0.0023871216
"WBGene00015855",8.88e-08,8.70894418095586e-07,0.0023871216
"WBGene00020826",9.21e-08,9.0292932166302e-07,0.0024758322
"WBGene00044253",9.32e-08,9.13380386438206e-07,0.0025054024
"WBGene00016327",9.34e-08,9.15006851311953e-07,0.0025107788
"WBGene00002016",9.36e-08,9.16632131147541e-07,0.0025161552
"WBGene00006910",9.57e-08,9.36856300072833e-07,0.0025726074
"WBGene00016605",9.62e-08,9.41408227156898e-07,0.0025860484
"WBGene00014057",9.77e-08,9.5573922852984e-07,0.0026263714
"WBGene00001123",9.88e-08,9.66148272098945e-07,0.0026559416
"WBGene00017802",9.93e-08,9.70684581818182e-07,0.0026693826
"WBGene00012354",1.02e-07,9.96715376226827e-07,0.002741964
"WBGene00000207",1.04e-07,1.01588953488372e-06,0.002795728
"WBGene00013526",1.05e-07,1.0249128540305e-06,0.00282261
"WBGene00013960",1.05e-07,1.0249128540305e-06,0.00282261
"WBGene00003525",1.06e-07,1.03429836660617e-06,0.002849492
"WBGene00009398",1.07e-07,1.0436770682148e-06,0.002876374
"WBGene00018004",1.08e-07,1.05304896626768e-06,0.002903256
"WBGene00002131",1.11e-07,1.08112391304348e-06,0.002983902
"WBGene00007637",1.11e-07,1.08112391304348e-06,0.002983902
"WBGene00011844",1.11e-07,1.08112391304348e-06,0.002983902
"WBGene00003769",1.12e-07,1.08967933405718e-06,0.003010784
"WBGene00021006",1.12e-07,1.08967933405718e-06,0.003010784
"WBGene00044210",1.12e-07,1.08967933405718e-06,0.003010784
"WBGene00008850",1.13e-07,1.09901085383502e-06,0.003037666
"WBGene00011171",1.14e-07,1.10793492407809e-06,0.003064548
"WBGene00019531",1.14e-07,1.10793492407809e-06,0.003064548
"WBGene00007082",1.15e-07,1.11724972894832e-06,0.00309143
"WBGene00001880",1.16e-07,1.1261509570242e-06,0.003118312
"WBGene00012679",1.16e-07,1.1261509570242e-06,0.003118312
"WBGene00003623",1.18e-07,1.1447405268856e-06,0.003172076
"WBGene00020223",1.18e-07,1.1447405268856e-06,0.003172076
"WBGene00001892",1.19e-07,1.15360908763072e-06,0.003198958
"WBGene00017364",1.19e-07,1.15360908763072e-06,0.003198958
"WBGene00000976",1.2e-07,1.1628839221341e-06,0.00322584
"WBGene00021921",1.21e-07,1.17215207207207e-06,0.003252722
"WBGene00013192",1.22e-07,1.18141354466859e-06,0.003279604
"WBGene00018500",1.24e-07,1.20034857760173e-06,0.003333368
"WBGene00009641",1.26e-07,1.21926997840173e-06,0.003387132
"WBGene00008284",1.3e-07,1.2575242893127e-06,0.00349466
"WBGene00009720",1.31e-07,1.26674172661871e-06,0.003521542
"WBGene00000689",1.35e-07,1.30448238677211e-06,0.00362907
"WBGene00017550",1.35e-07,1.30448238677211e-06,0.00362907
"WBGene00000019",1.36e-07,1.3136730147323e-06,0.003655952
"WBGene00013575",1.37e-07,1.32285704022989e-06,0.003682834
"WBGene00013087",1.38e-07,1.33203447037702e-06,0.003709716
"WBGene00006924",1.39e-07,1.34120531227566e-06,0.003736598
"WBGene00015306",1.4e-07,1.35036957301758e-06,0.00376348
